;Player_Name;Player_id;Position;Team;Season_id;Season_name;Yellow_Cards;Red_Cards;Field Position
1161;Ruddock, Rhys;sr:player:457342;BR;Ireland;sr:season:45148;European Cup 17/18;0;0;Forward
1162;Ruddock, Rhys;sr:player:457342;BR;Ireland;sr:season:59616;World Cup 2019;0;0;Forward
1163;Ruddock, Rhys;sr:player:457342;BR;Ireland;sr:season:68606;European Cup 19/20;0;0;Forward
1164;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:10844;Pro 12 15/16;1;0;Back
1165;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:35125;European Cup 16/17;0;0;Back
1166;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:45148;European Cup 17/18;0;0;Back
1167;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:44378;Pro 14 17/18;0;0;Back
1168;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:56025;European Cup 18/19;0;0;Back
1169;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:55971;Pro 14 18/19;0;0;Back
1170;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:33555;Pro 12 16/17;1;0;Back
1171;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:59616;World Cup 2019;0;0;Back
1172;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:10277;World Cup 2015;0;0;Back
1173;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:11032;Six Nations 2016;1;0;Back
1174;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:10289;European Cup 15/16;0;0;Back
1175;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:36632;Six Nations 2017;1;0;Back
1176;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:45972;Six Nations 2018;0;0;Back
1177;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:45974;Six Nations 2019;0;0;Back
1178;Sexton, Johnny;sr:player:455742;FH;Ireland;sr:season:68606;European Cup 19/20;0;0;Back
1179;Larmour, Jordan;sr:player:1069554;W;Ireland;sr:season:44378;Pro 14 17/18;0;0;Back
1180;Larmour, Jordan;sr:player:1069554;W;Ireland;sr:season:45148;European Cup 17/18;0;0;Back
1181;Larmour, Jordan;sr:player:1069554;W;Ireland;sr:season:45974;Six Nations 2019;0;0;Back
1182;Larmour, Jordan;sr:player:1069554;W;Ireland;sr:season:55971;Pro 14 18/19;0;0;Back
1183;Larmour, Jordan;sr:player:1069554;W;Ireland;sr:season:56025;European Cup 18/19;0;0;Back
1184;Larmour, Jordan;sr:player:1069554;W;Ireland;sr:season:59616;World Cup 2019;0;0;Back
1185;Larmour, Jordan;sr:player:1069554;W;Ireland;sr:season:68606;European Cup 19/20;1;0;Back
1186;Barclay, John;sr:player:398650;BR;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1187;Barclay, John;sr:player:398650;BR;Scotland;sr:season:45148;European Cup 17/18;1;0;Forward
1188;Barclay, John;sr:player:398650;BR;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1189;Barclay, John;sr:player:398650;BR;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1190;Barclay, John;sr:player:398650;BR;Scotland;sr:season:10844;Pro 12 15/16;2;0;Forward
1191;Barclay, John;sr:player:398650;BR;Scotland;sr:season:11032;Six Nations 2016;1;0;Forward
1192;Barclay, John;sr:player:398650;BR;Scotland;sr:season:10289;European Cup 15/16;0;0;Forward
1193;Barclay, John;sr:player:398650;BR;Scotland;sr:season:35125;European Cup 16/17;0;0;Forward
1194;Barclay, John;sr:player:398650;BR;Scotland;sr:season:36632;Six Nations 2017;1;0;Forward
1195;Barclay, John;sr:player:398650;BR;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1196;Barclay, John;sr:player:398650;BR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1197;Barclay, John;sr:player:398650;BR;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1198;Barclay, John;sr:player:398650;BR;Scotland;sr:season:67705;Pro 14 19/20;0;0;Forward
1199;Price, Ali;sr:player:504904;SH;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1200;Price, Ali;sr:player:504904;SH;Scotland;sr:season:55971;Pro 14 18/19;0;0;Back
1201;Price, Ali;sr:player:504904;SH;Scotland;sr:season:10844;Pro 12 15/16;0;0;Back
1202;Price, Ali;sr:player:504904;SH;Scotland;sr:season:10289;European Cup 15/16;0;0;Back
1203;Price, Ali;sr:player:504904;SH;Scotland;sr:season:33555;Pro 12 16/17;0;0;Back
1204;Price, Ali;sr:player:504904;SH;Scotland;sr:season:35125;European Cup 16/17;0;0;Back
1205;Price, Ali;sr:player:504904;SH;Scotland;sr:season:36632;Six Nations 2017;0;0;Back
1206;Price, Ali;sr:player:504904;SH;Scotland;sr:season:44378;Pro 14 17/18;0;0;Back
1207;Price, Ali;sr:player:504904;SH;Scotland;sr:season:45148;European Cup 17/18;0;0;Back
1208;Price, Ali;sr:player:504904;SH;Scotland;sr:season:45972;Six Nations 2018;0;0;Back
1209;Price, Ali;sr:player:504904;SH;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1210;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:44378;Pro 14 17/18;0;0;Back
1211;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:10844;Pro 12 15/16;0;0;Back
1212;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:33555;Pro 12 16/17;0;0;Back
1213;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:45972;Six Nations 2018;0;0;Back
1214;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1215;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:55971;Pro 14 18/19;0;0;Back
1216;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1217;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1218;Kinghorn, Blair;sr:player:848313;FB;Scotland;sr:season:67705;Pro 14 19/20;0;0;Back
1219;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1220;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:55971;Pro 14 18/19;1;0;Back
1221;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:10620;English Premiership 15/16;0;0;Back
1222;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:33375;English Premiership 16/17;0;0;Back
1223;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:44378;Pro 14 17/18;0;0;Back
1224;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1225;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1226;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:67705;Pro 14 19/20;0;0;Back
1227;Hastings, Adam;sr:player:785033;FH;Scotland;sr:season:68606;European Cup 19/20;0;0;Back
1228;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1229;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1230;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:10844;Pro 12 15/16;1;0;Forward
1231;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1232;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:44378;Pro 14 17/18;1;0;Forward
1233;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:45148;European Cup 17/18;0;0;Forward
1234;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1235;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:67705;Pro 14 19/20;0;0;Forward
1236;Cummings, Scott;sr:player:764168;L;Scotland;sr:season:68606;European Cup 19/20;0;0;Forward
1237;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:44378;Pro 14 17/18;0;0;Back
1238;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1239;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:55971;Pro 14 18/19;0;0;Back
1240;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:10844;Pro 12 15/16;0;0;Back
1241;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:10289;European Cup 15/16;0;0;Back
1242;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:33555;Pro 12 16/17;0;0;Back
1243;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:35125;European Cup 16/17;0;0;Back
1244;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:45148;European Cup 17/18;0;0;Back
1245;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1246;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1247;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:67705;Pro 14 19/20;0;0;Back
1248;Johnson, Sam;sr:player:763304;C;Scotland;sr:season:68606;European Cup 19/20;0;0;Back
1249;Ritchie, Jamie;sr:player:762398;BR;Scotland;sr:season:10844;Pro 12 15/16;1;0;Forward
1250;Ritchie, Jamie;sr:player:762398;BR;Scotland;sr:season:33555;Pro 12 16/17;1;0;Forward
1251;Ritchie, Jamie;sr:player:762398;BR;Scotland;sr:season:44378;Pro 14 17/18;1;0;Forward
1252;Ritchie, Jamie;sr:player:762398;BR;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1253;Ritchie, Jamie;sr:player:762398;BR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1254;Ritchie, Jamie;sr:player:762398;BR;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1255;Ritchie, Jamie;sr:player:762398;BR;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1256;Berghan, Simon;sr:player:761720;PR;Scotland;sr:season:44378;Pro 14 17/18;0;1;Forward
1257;Berghan, Simon;sr:player:761720;PR;Scotland;sr:season:10844;Pro 12 15/16;1;0;Forward
1258;Berghan, Simon;sr:player:761720;PR;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1259;Berghan, Simon;sr:player:761720;PR;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1260;Berghan, Simon;sr:player:761720;PR;Scotland;sr:season:45974;Six Nations 2019;1;0;Forward
1261;Berghan, Simon;sr:player:761720;PR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1262;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:10844;Pro 12 15/16;1;0;Forward
1263;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:35125;European Cup 16/17;0;0;Forward
1264;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1265;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1266;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1267;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:10289;European Cup 15/16;0;0;Forward
1268;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1269;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:36632;Six Nations 2017;0;0;Forward
1270;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:45148;European Cup 17/18;0;0;Forward
1271;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1272;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:67705;Pro 14 19/20;0;0;Forward
1273;Fagerson, Zander;sr:player:532636;PR;Scotland;sr:season:68606;European Cup 19/20;0;0;Forward
1274;Horne, George;sr:player:529944;SH;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1275;Horne, George;sr:player:529944;SH;Scotland;sr:season:55971;Pro 14 18/19;0;0;Back
1276;Horne, George;sr:player:529944;SH;Scotland;sr:season:44378;Pro 14 17/18;0;0;Back
1277;Horne, George;sr:player:529944;SH;Scotland;sr:season:45148;European Cup 17/18;0;0;Back
1278;Horne, George;sr:player:529944;SH;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1279;Horne, George;sr:player:529944;SH;Scotland;sr:season:67705;Pro 14 19/20;0;0;Back
1280;Horne, George;sr:player:529944;SH;Scotland;sr:season:68606;European Cup 19/20;0;0;Back
1281;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:10844;Pro 12 15/16;0;0;Forward
1282;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1283;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1284;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1285;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1286;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1287;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1288;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1289;Toolis, Ben;sr:player:529762;L;Scotland;sr:season:67705;Pro 14 19/20;1;0;Forward
1290;Bradbury, Magnus;sr:player:529754;BR;Scotland;sr:season:44378;Pro 14 17/18;1;0;Forward
1291;Bradbury, Magnus;sr:player:529754;BR;Scotland;sr:season:33555;Pro 12 16/17;1;0;Forward
1292;Bradbury, Magnus;sr:player:529754;BR;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1293;Bradbury, Magnus;sr:player:529754;BR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1294;Bradbury, Magnus;sr:player:529754;BR;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1295;Bradbury, Magnus;sr:player:529754;BR;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1296;Bradbury, Magnus;sr:player:529754;BR;Scotland;sr:season:67705;Pro 14 19/20;0;0;Forward
1297;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:35125;European Cup 16/17;0;0;Back
1298;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:44378;Pro 14 17/18;0;0;Back
1299;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:10277;World Cup 2015;0;0;Back
1300;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:10844;Pro 12 15/16;0;0;Back
1301;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1302;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:11032;Six Nations 2016;1;0;Back
1303;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:10289;European Cup 15/16;0;0;Back
1304;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:33555;Pro 12 16/17;0;0;Back
1305;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:36632;Six Nations 2017;0;0;Back
1306;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:45148;European Cup 17/18;0;0;Back
1307;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:45972;Six Nations 2018;0;0;Back
1308;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1309;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1310;Russell, Finn;sr:player:516998;FH;Scotland;sr:season:68606;European Cup 19/20;0;0;Back
1311;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:10844;Pro 12 15/16;0;0;Forward
1312;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:33555;Pro 12 16/17;3;0;Forward
1313;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:36632;Six Nations 2017;0;0;Forward
1314;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1315;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1316;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1317;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1318;Dell, Allan;sr:player:513974;PR;Scotland;sr:season:68558;English Premiership 19/20;1;0;Forward
1319;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:10277;World Cup 2015;0;0;Forward
1320;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:10289;European Cup 15/16;0;0;Forward
1321;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:10844;Pro 12 15/16;0;0;Forward
1322;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:11032;Six Nations 2016;0;0;Forward
1323;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1324;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:35125;European Cup 16/17;0;0;Forward
1325;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:36632;Six Nations 2017;0;0;Forward
1326;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1327;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:45148;European Cup 17/18;1;0;Forward
1328;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1329;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1330;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1331;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1332;Gray, Jonny;sr:player:512822;L;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1333;Harris, Chris;sr:player:512754;C;Scotland;sr:season:59370;Premiership Rugby Cup 18/19;0;0;Back
1334;Harris, Chris;sr:player:512754;C;Scotland;sr:season:42258;English Premiership 17/18;0;0;Back
1335;Harris, Chris;sr:player:512754;C;Scotland;sr:season:10620;English Premiership 15/16;0;0;Back
1336;Harris, Chris;sr:player:512754;C;Scotland;sr:season:33375;English Premiership 16/17;0;0;Back
1337;Harris, Chris;sr:player:512754;C;Scotland;sr:season:45972;Six Nations 2018;0;0;Back
1338;Harris, Chris;sr:player:512754;C;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1339;Harris, Chris;sr:player:512754;C;Scotland;sr:season:55241;English Premiership 18/19;0;0;Back
1340;Harris, Chris;sr:player:512754;C;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1341;Harris, Chris;sr:player:512754;C;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1342;Harris, Chris;sr:player:512754;C;Scotland;sr:season:68558;English Premiership 19/20;0;0;Back
1343;Harris, Chris;sr:player:512754;C;Scotland;sr:season:68606;European Cup 19/20;0;0;Back
1344;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:10844;Pro 12 15/16;0;0;Forward
1345;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1346;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:36632;Six Nations 2017;0;0;Forward
1347;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1348;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1349;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1350;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1351;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1352;Watson, Hamish;sr:player:504508;BR;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1353;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:10277;World Cup 2015;1;0;Back
1354;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:10620;English Premiership 15/16;0;0;Back
1355;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:11032;Six Nations 2016;0;0;Back
1356;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:33375;English Premiership 16/17;0;0;Back
1357;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:36632;Six Nations 2017;0;0;Back
1358;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:45148;European Cup 17/18;0;0;Back
1359;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:45972;Six Nations 2018;0;0;Back
1360;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1361;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1362;Laidlaw, Greig;sr:player:456604;SH;Scotland;sr:season:68606;European Cup 19/20;0;0;Back
1363;Turner, George;sr:player:504506;HO;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1364;Turner, George;sr:player:504506;HO;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1365;Turner, George;sr:player:504506;HO;Scotland;sr:season:45148;European Cup 17/18;1;0;Forward
1366;Turner, George;sr:player:504506;HO;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1367;Turner, George;sr:player:504506;HO;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1368;Turner, George;sr:player:504506;HO;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1369;Turner, George;sr:player:504506;HO;Scotland;sr:season:67705;Pro 14 19/20;1;0;Forward
1370;Turner, George;sr:player:504506;HO;Scotland;sr:season:68606;European Cup 19/20;0;0;Forward
1371;Thomson, Blade;sr:player:496328;L;Scotland;sr:season:49887;Super Rugby 2018;2;0;Forward
1372;Thomson, Blade;sr:player:496328;L;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1373;Thomson, Blade;sr:player:496328;L;Scotland;sr:season:12556;Super Rugby 2016;0;0;Forward
1374;Thomson, Blade;sr:player:496328;L;Scotland;sr:season:36196;Super Rugby 2017;0;0;Forward
1375;Thomson, Blade;sr:player:496328;L;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1376;Thomson, Blade;sr:player:496328;L;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1377;Thomson, Blade;sr:player:496328;L;Scotland;sr:season:67705;Pro 14 19/20;0;0;Forward
1378;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:10277;World Cup 2015;0;0;Back
1379;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:10844;Pro 12 15/16;2;0;Back
1380;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:35125;European Cup 16/17;1;0;Back
1381;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:56025;European Cup 18/19;0;0;Back
1382;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:55971;Pro 14 18/19;0;0;Back
1383;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:11032;Six Nations 2016;0;0;Back
1384;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:10289;European Cup 15/16;0;0;Back
1385;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:33555;Pro 12 16/17;0;0;Back
1386;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:36632;Six Nations 2017;0;0;Back
1387;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:44378;Pro 14 17/18;0;0;Back
1388;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:45148;European Cup 17/18;0;0;Back
1389;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:45972;Six Nations 2018;0;0;Back
1390;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:45974;Six Nations 2019;0;0;Back
1391;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:59616;World Cup 2019;0;0;Back
1392;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:68558;English Premiership 19/20;0;0;Back
1393;Hogg, Stuart;sr:player:492968;FB;Scotland;sr:season:68606;European Cup 19/20;0;0;Back
1394;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1395;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1396;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:10277;World Cup 2015;0;0;Forward
1397;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:33555;Pro 12 16/17;2;0;Forward
1398;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:36632;Six Nations 2017;0;0;Forward
1399;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1400;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1401;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:55971;Pro 14 18/19;1;0;Forward
1402;Gilchrist, Grant;sr:player:492966;L;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1403;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:35125;European Cup 16/17;1;0;Forward
1404;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:10844;Pro 12 15/16;2;0;Forward
1405;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1406;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:10277;World Cup 2015;1;0;Forward
1407;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:11032;Six Nations 2016;0;0;Forward
1408;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:10289;European Cup 15/16;0;0;Forward
1409;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:33555;Pro 12 16/17;1;0;Forward
1410;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:36632;Six Nations 2017;0;0;Forward
1411;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:45148;European Cup 17/18;0;0;Forward
1412;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1413;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
1414;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:55971;Pro 14 18/19;0;0;Forward
1415;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1416;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:59616;World Cup 2019;0;0;Forward
1417;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:67705;Pro 14 19/20;0;0;Forward
1418;Wilson, Ryan;sr:player:490330;BR;Scotland;sr:season:68606;European Cup 19/20;0;0;Forward
1419;McInally, Stuart;sr:player:481342;HO;Scotland;sr:season:44378;Pro 14 17/18;0;0;Forward
1420;McInally, Stuart;sr:player:481342;HO;Scotland;sr:season:56025;European Cup 18/19;0;0;Forward
1421;McInally, Stuart;sr:player:481342;HO;Scotland;sr:season:10844;Pro 12 15/16;0;0;Forward
1422;McInally, Stuart;sr:player:481342;HO;Scotland;sr:season:33555;Pro 12 16/17;0;0;Forward
1423;McInally, Stuart;sr:player:481342;HO;Scotland;sr:season:45972;Six Nations 2018;0;0;Forward
1424;McInally, Stuart;sr:player:481342;HO;Scotland;sr:season:45974;Six Nations 2019;0;0;Forward
